Iteracion,Punto_P10,Punto_P11,Punto_P12,Punto_P13,Punto_P14,Punto_P15,Punto_P16,Punto_P17,Punto_P18,Punto_P19,Punto_P2,Punto_P20,Punto_P21,Punto_P3,Punto_P4,Punto_P5,Punto_P6,Punto_P7,Punto_P8,Punto_P9,AntenaA,AntenaB,AntenaC,AntenaD
10,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-64.0,-65.0,-25.0,-50.0
3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-65.0,-67.0,-43.0,-54.0
18,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-66.0,-69.0,-43.0,-55.0
11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-53.0,-68.0,-63.0,-68.0
15,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-65.0,-67.0,-51.0,-47.0
18,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-62.0,-75.0,-49.0,-50.0
15,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-65.0,-70.0,-44.0,-55.0
3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-60.0,-77.0,-40.0,-41.0
5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-44.0,-62.0,-51.0,-54.0
7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-53.0,-67.0,-62.0,-73.0
13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-66.0,-67.0,-24.0,-48.0
3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-61.0,-75.0,-49.0,-53.0
19,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-64.0,-71.0,-33.0,-64.0
5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-57.0,-65.0,-48.0,-36.0
1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-64.0,-66.0,-43.0,-51.0
18,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-57.0,-66.0,-46.0,-44.0
16,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-60.0,-69.0,-36.0,-64.0
14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-57.0,-66.0,-67.0,-65.0
7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-55.0,-54.0,-47.0,-53.0
4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-60.0,-62.0,-58.0,-70.0
1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-66.0,-69.0,-50.0,-45.0
17,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-56.0,-67.0,-46.0,-44.0
8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-46.0,-61.0,-50.0,-55.0
13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-48.0,-62.0,-49.0,-58.0
9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-57.0,-71.0,-47.0,-44.0
20,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-63.0,-68.0,-39.0,-49.0
6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-72.0,-66.0,-39.0,-48.0
20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-48.0,-63.0,-49.0,-55.0
8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-60.0,-82.0,-40.0,-41.0
21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-48.0,-64.0,-59.0,-65.0
12,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-67.0,-66.0,-44.0,-54.0
11,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-58.0,-79.0,-49.0,-49.0
4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-56.0,-53.0,-47.0,-54.0
5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-65.0,-69.0,-44.0,-54.0
1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-50.0,-58.0,-58.0,-55.0
7,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-65.0,-69.0,-35.0,-65.0
1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-48.0,-50.0,-59.0,-49.0
5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-59.0,-77.0,-49.0,-48.0
21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-49.0,-50.0,-60.0,-49.0
6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-59.0,-70.0,-50.0,-56.0
14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-52.0,-69.0,-60.0,-68.0
9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-55.0,-65.0,-64.0,-67.0
12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-65.0,-50.0,-48.0,-50.0
14,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-55.0,-59.0,-57.0,-51.0
7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-55.0,-52.0,-57.0,-51.0
20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-58.0,-68.0,-62.0,-66.0
13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-57.0,-56.0,-48.0,-51.0
16,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-63.0,-67.0,-40.0,-49.0
6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-63.0,-78.0,-47.0,-52.0
6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-57.0,-71.0,-50.0,-44.0
9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-48.0,-65.0,-59.0,-61.0
8,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-48.0,-58.0,-58.0,-53.0
4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-57.0,-69.0,-54.0,-58.0
14,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-65.0,-69.0,-44.0,-55.0
20,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-66.0,-68.0,-44.0,-54.0
6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-54.0,-67.0,-65.0,-72.0
20,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-55.0,-58.0,-57.0,-50.0
19,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-57.0,-64.0,-47.0,-37.0
13,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-57.0,-64.0,-58.0,-64.0
4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-59.0,-76.0,-48.0,-50.0
18,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-51.0,-67.0,-54.0,-54.0
9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-60.0,-79.0,-39.0,-43.0
4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-70.0,-50.0,-49.0,-51.0
20,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-51.0,-67.0,-53.0,-54.0
19,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-66.0,-71.0,-23.0,-53.0
14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-48.0,-63.0,-59.0,-60.0
11,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-56.0,-70.0,-46.0,-43.0
20,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-62.0,-68.0,-54.0,-41.0
20,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-57.0,-61.0,-57.0,-64.0
21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-57.0,-67.0,-59.0,-65.0
12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-48.0,-58.0,-60.0,-61.0
14,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-59.0,-79.0,-49.0,-50.0
0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-55.0,-68.0,-48.0,-44.0
18,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-48.0,-53.0,-56.0,-52.0
4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-51.0,-53.0,-60.0,-58.0
11,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-57.0,-53.0,-58.0,-50.0
10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-65.0,-68.0,-49.0,-45.0
7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-66.0,-67.0,-43.0,-55.0
7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-59.0,-62.0,-60.0,-65.0
17,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-69.0,-66.0,-23.0,-49.0
6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-56.0,-67.0,-57.0,-51.0
1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-63.0,-65.0,-25.0,-53.0
15,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-57.0,-70.0,-48.0,-45.0
3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-65.0,-64.0,-50.0,-46.0
10,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-59.0,-80.0,-50.0,-49.0
12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-56.0,-69.0,-63.0,-63.0
18,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-63.0,-66.0,-53.0,-41.0
9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-57.0,-57.0,-46.0,-51.0
19,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-60.0,-57.0,-60.0,-59.0
6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-58.0,-59.0,-49.0,-51.0
21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-48.0,-60.0,-49.0,-57.0
8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-64.0,-49.0,-49.0,-51.0
6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-65.0,-69.0,-44.0,-54.0
10,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-60.0,-69.0,-35.0,-64.0
21,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-49.0,-52.0,-59.0,-60.0
1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-62.0,-77.0,-51.0,-48.0
14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-67.0,-50.0,-48.0,-51.0
6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-58.0,-67.0,-68.0,-68.0
19,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-50.0,-51.0,-54.0,-50.0
6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-59.0,-71.0,-34.0,-69.0
21,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-62.0,-66.0,-41.0,-48.0
1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-55.0,-68.0,-48.0,-44.0
1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-58.0,-74.0,-46.0,-49.0
5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-66.0,-65.0,-22.0,-50.0
17,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-66.0,-69.0,-44.0,-56.0
21,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-57.0,-66.0,-47.0,-44.0
14,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-60.0,-62.0,-57.0,-67.0
19,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-59.0,-63.0,-58.0,-69.0
17,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-59.0,-79.0,-49.0,-46.0
4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-63.0,-76.0,-36.0,-64.0
15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-52.0,-67.0,-54.0,-55.0
11,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-57.0,-65.0,-48.0,-36.0
5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-59.0,-70.0,-35.0,-62.0
4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-60.0,-75.0,-49.0,-50.0
9,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-62.0,-68.0,-40.0,-49.0
12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-63.0,-67.0,-49.0,-46.0
8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-57.0,-65.0,-58.0,-64.0
11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-56.0,-69.0,-64.0,-65.0
0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-50.0,-58.0,-58.0,-55.0
2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-57.0,-70.0,-49.0,-42.0
18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-48.0,-68.0,-62.0,-73.0
10,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-63.0,-75.0,-50.0,-51.0
2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-65.0,-67.0,-49.0,-47.0
19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-48.0,-64.0,-59.0,-63.0
10,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-48.0,-51.0,-59.0,-56.0
1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-69.0,-47.0,-47.0,-52.0
6,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-57.0,-66.0,-48.0,-38.0
6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-51.0,-58.0,-60.0,-58.0
16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-47.0,-49.0,-57.0,-49.0
12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-59.0,-62.0,-57.0,-67.0
13,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-56.0,-60.0,-58.0,-51.0
6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-64.0,-66.0,-50.0,-46.0
4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-58.0,-81.0,-41.0,-42.0
5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-46.0,-56.0,-56.0,-58.0
19,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-65.0,-68.0,-43.0,-56.0
18,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-57.0,-73.0,-33.0,-64.0
9,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-48.0,-56.0,-57.0,-57.0
4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-63.0,-67.0,-40.0,-49.0
7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-65.0,-65.0,-49.0,-45.0
5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-57.0,-76.0,-53.0,-54.0
13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-66.0,-50.0,-49.0,-50.0
16,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-62.0,-74.0,-49.0,-51.0
2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-47.0,-67.0,-54.0,-61.0
4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-68.0,-57.0,-25.0,-51.0
16,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-66.0,-68.0,-49.0,-45.0
16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-56.0,-69.0,-66.0,-68.0
8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-66.0,-69.0,-43.0,-55.0
14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-56.0,-65.0,-48.0,-36.0
5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-53.0,-58.0,-47.0,-50.0
7,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-59.0,-75.0,-47.0,-49.0
4,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-58.0,-66.0,-48.0,-36.0
20,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-62.0,-76.0,-49.0,-49.0
7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-55.0,-69.0,-55.0,-53.0
11,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-48.0,-62.0,-58.0,-56.0
1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-60.0,-67.0,-41.0,-41.0
7,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-49.0,-60.0,-57.0,-56.0
2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-54.0,-69.0,-66.0,-66.0
17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-53.0,-69.0,-61.0,-72.0
18,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-57.0,-64.0,-47.0,-37.0
15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-53.0,-68.0,-58.0,-68.0
19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-58.0,-70.0,-62.0,-66.0
15,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-50.0,-58.0,-59.0,-57.0
5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-51.0,-52.0,-61.0,-59.0
3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-64.0,-68.0,-39.0,-48.0
20,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-57.0,-69.0,-46.0,-42.0
16,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-53.0,-69.0,-54.0,-55.0
21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-65.0,-51.0,-47.0,-51.0
14,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-62.0,-73.0,-49.0,-49.0
10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-56.0,-63.0,-61.0,-66.0
19,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-66.0,-66.0,-50.0,-47.0
19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-52.0,-69.0,-59.0,-73.0
2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-66.0,-68.0,-25.0,-52.0
15,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-58.0,-80.0,-49.0,-48.0
8,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-63.0,-73.0,-36.0,-58.0
2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-65.0,-69.0,-39.0,-49.0
21,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-51.0,-67.0,-54.0,-54.0
9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-63.0,-74.0,-48.0,-50.0
20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-55.0,-57.0,-47.0,-53.0
1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-58.0,-59.0,-46.0,-51.0
1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-56.0,-68.0,-64.0,-65.0
18,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-60.0,-67.0,-38.0,-48.0
13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-48.0,-63.0,-60.0,-61.0
10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-61.0,-73.0,-40.0,-44.0
1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-48.0,-67.0,-56.0,-62.0
10,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-65.0,-69.0,-43.0,-54.0
21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-59.0,-62.0,-57.0,-66.0
14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-48.0,-62.0,-51.0,-58.0
21,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-54.0,-66.0,-47.0,-35.0
20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-64.0,-50.0,-47.0,-51.0
16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-52.0,-68.0,-59.0,-71.0
7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-46.0,-51.0,-59.0,-49.0
20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-48.0,-64.0,-58.0,-60.0
13,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-64.0,-68.0,-50.0,-47.0
7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-66.0,-66.0,-39.0,-48.0
9,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-57.0,-64.0,-48.0,-37.0
16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-46.0,-63.0,-58.0,-59.0
